title,date,country,tags/0,tags/1,tags/2,tags/3,image,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
Portrait of a Woman,1701,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/132455.jpg,,,,,,,,,,,,
Portrait of a Woman,1703,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175441.jpg,,,,,,,,,,,,
"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",1710,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP317663.jpg,,,,,,,,,,,,
Mrs. Vanderbank,1725,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.99.R.jpg,,,,,,,,,,,,
The Spring (La Source),1738,French,Portraits,Female Nudes,,,https://images.metmuseum.org/CRDImages/ep/original/DP298059.jpg,,,,,,,,,,,,
A Woman with a Dog,1740,Italian,Portraits,Women,Dogs,,https://images.metmuseum.org/CRDImages/ep/original/DP-17613-001.jpg,,,,,,,,,,,,
Portrait of a Woman,1743,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162172.jpg,,,,,,,,,,,,
Portrait of a Woman,1743,German,Portraits,Women,Parrots,,https://images.metmuseum.org/CRDImages/ep/original/ep22.174.bw.R.jpg,,,,,,,,,,,,
"Marie Françoise de La Cropte de St. Abre, Marquise d'Argence (born 1714)",1744,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP298061.jpg,,,,,,,,,,,,
"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",1747,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162167.jpg,,,,,,,,,,,,
Portrait of a Woman,1753,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT8872.jpg,,,,,,,,,,,,
"Mrs. Charles Frederick (Martha Rigden, died 1794)",1754,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169217.jpg,,,,,,,,,,,,
Mrs. Caroline Deas,1755,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/257501.jpg,,,,,,,,,,,,
Mrs. Comyns,1755,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/257498.jpg,,,,,,,,,,,,
Hannah Mahady,1755,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/51136.jpg,,,,,,,,,,,,
Portrait of a Woman as Diana,1760,French,Portraits,Women,Diana,,https://images.metmuseum.org/CRDImages/ep/original/257489.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Lady Dering",1761,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/257500.jpg,,,,,,,,,,,,
"Marie Rinteau, called Mademoiselle de Verrières",1761,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-406-01.jpg,,,,,,,,,,,,
"Marianne Dorothy Harland (1759–1785), Later Mrs. William Dalrymple",1762,British,Portraits,Women,Harps,Musicians,https://images.metmuseum.org/CRDImages/ep/original/DP169647.jpg,,,,,,,,,,,,
Madame Sophie de France (1734–1782),1762,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP323397.jpg,,,,,,,,,,,,
"Anne Dashwood (1743–1830), Later Countess of Galloway",1764,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169642.jpg,,,,,,,,,,,,
A Woman with a Dog,1764,French,Portraits,Women,Dogs,,https://images.metmuseum.org/CRDImages/ep/original/DP-1019-01.jpg,,,,,,,,,,,,
Portrait of a Woman,1765,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169653.jpg,,,,,,,,,,,,
Miss Ramus,1765,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/257497.jpg,,,,,,,,,,,,
"Maria Luisa of Parma (1751–1819), Later Queen of Spain",1765,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP120724.jpg,,,,,,,,,,,,
Narcisa Barañana de Goicoechea,1766,Spanish,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT236254.jpg,,,,,,,,,,,,
"Mrs. Horton, Later Viscountess Maynard (died 1814/15)",1767,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162151.jpg,,,,,,,,,,,,
Portrait of a Woman,1767,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175485.jpg,,,,,,,,,,,,
Portrait of a Young Woman as a Vestal Virgin,1767,French,Portraits,Women,Flowers,,https://images.metmuseum.org/CRDImages/ep/original/DP324593.jpg,,,,,,,,,,,,
"Portrait of a Young Woman, Called Miss Sparrow",1770,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162145.jpg,,,,,,,,,,,,
Portrait of a Woman,1770,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175486.jpg,,,,,,,,,,,,
Portrait of a Young Woman,1770,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-1018-001.jpg,,,,,,,,,,,,
A Woman with the Initials MCC,1773,"British, Scottish",Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/228819.jpg,,,,,,,,,,,,
"Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave",1774,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169398.jpg,,,,,,,,,,,,
Mrs. John Puget (Catherine Hawkins),1774,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169399.jpg,,,,,,,,,,,,
Portrait of a Woman,1775,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/94566.jpg,,,,,,,,,,,,
Portrait of a Woman,1775,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175424.jpg,,,,,,,,,,,,
"Lady Elizabeth Stanley (1753–1797), Countess of Derby",1776,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162156.jpg,,,,,,,,,,,,
Janet Law,1776,"British, Scottish",Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162154.jpg,,,,,,,,,,,,
"Lady Maitland (Catherine Connor, died 1865)",1776,"British, Scottish",Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169400.jpg,,,,,,,,,,,,
"Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824)",1776,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP264503.jpg,,,,,,,,,,,,
Mrs. Charlotte Lennox,1777,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/145930.jpg,,,,,,,,,,,,
Mrs. Grace Dalrymple Elliott (1754?–1823),1778,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169214.jpg,,,,,,,,,,,,
"Mrs. Peter De Lancey (Elizabeth Colden, 1720–1784)",1778,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep38.146.16.R.jpg,,,,,,,,,,,,
Portrait of a Woman,1778,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175428.jpg,,,,,,,,,,,,
Portrait of a Young Woman,1780,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/258490.jpg,,,,,,,,,,,,
Head of a Young Woman,1780,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep67.187.72.R.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Emily Bertie Pott (died 1782)",1781,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162161.jpg,,,,,,,,,,,,
Portrait of a Woman,1781,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-1419-01.jpg,,,,,,,,,,,,
"Mrs. George Baldwin (Jane Maltass, 1763–1839)",1782,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169212.jpg,,,,,,,,,,,,
Miss Chambers,1782,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/148754.jpg,,,,,,,,,,,,
"Mrs. George Horsley (Charlotte Mary Talbot, died 1828)",1783,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162149.jpg,,,,,,,,,,,,
"Madame Grand (Noël Catherine Vorlée, 1761–1835)",1783,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP320094.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Lady Sophia Boyle",1785,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/4652.jpg,,,,,,,,,,,,
Portrait of a Woman,1785,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/80544.jpg,,,,,,,,,,,,
Portrait of a Woman,1785,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175492.jpg,,,,,,,,,,,,
"Portrait of a Woman, Possibly Barbara (1768–1829), Marchioness of Donegall",1785,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/39630.jpg,,,,,,,,,,,,
Portrait of a Woman,1785,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/57105.jpg,,,,,,,,,,,,
Portrait of a Woman,1785,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/159395.jpg,,,,,,,,,,,,
Portrait of a Woman,1785,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327718.jpg,,,,,,,,,,,,
"Maria Louisa (1745–1792), Empress of Austria",1785,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep41.68.R.jpg,,,,,,,,,,,,
"Mrs. Bryan Cooke (Frances Puleston, 1765–1818)",1787,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169397.jpg,,,,,,,,,,,,
"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",1787,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-13040-001.jpg,,,,,,,,,,,,
A Woman Playing a Harp,1788,French(?),Portraits,Women,Harps,Musicians,https://images.metmuseum.org/CRDImages/ep/original/DP327724.jpg,,,,,,,,,,,,
"Mrs. Lewis Thomas Watson (Mary Elizabeth Milles, 1767–1818)",1789,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162170.jpg,,,,,,,,,,,,
"Mrs. Richard Alexander Oswald (Louisa Johnston, ?born about 1760, died 1797)",1789,"British, Scottish",Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162179.jpg,,,,,,,,,,,,
"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",1789,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP320086.jpg,,,,,,,,,,,,
"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",1790,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169218.jpg,,,,,,,,,,,,
"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",1790,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162141.jpg,,,,,,,,,,,,
Portrait of a Woman,1790,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327716.jpg,,,,,,,,,,,,
Portrait of a Woman,1790,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327728.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be the Comtesse de Guiche",1790,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/64071.jpg,,,,,,,,,,,,
Portrait of a Young Woman,1790,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327722.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Lady Agnes Anne Wrothesley",1791,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175483.jpg,,,,,,,,,,,,
"Mrs. William Man Godschall (Sarah Godschall, 1730–1795)",1791,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP161647.jpg,,,,,,,,,,,,
"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",1793,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162138.jpg,,,,,,,,,,,,
Portrait of a Woman,1793,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327720.jpg,,,,,,,,,,,,
Agnes Sewell,1795,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/135216.jpg,,,,,,,,,,,,
Portrait of a Woman,1795,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP327727.jpg,,,,,,,,,,,,
Portrait of a Woman,1795,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/147860.jpg,,,,,,,,,,,,
"Madame Jean-Baptiste Isabey (Jeanne Laurice de Salienne, died 1829)",1796,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/89160.jpg,,,,,,,,,,,,
"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",1799,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162153.jpg,,,,,,,,,,,,
Madame Charles Maurice de Talleyrand Périgord (1761–1835),1799,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-417-001.jpg,,,,,,,,,,,,
Portrait of a Woman,1800,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162139.jpg,,,,,,,,,,,,
Portrait of a Woman with Tapestry Work,1800,French,Portraits,Women,Needlework,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.50.R.jpg,,,,,,,,,,,,
Lola Montez (1818–1861),1800,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep42.53.3.R.jpg,,,,,,,,,,,,
Portrait of a Woman,1800,Italian,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/257536.jpg,,,,,,,,,,,,
The Hours,1801,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/262810.jpg,,,,,,,,,,,,
Mrs. Robert Shurlock Sr. (Ann Manwaring),1801,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP161651.jpg,,,,,,,,,,,,
Marie Joséphine Charlotte du Val d'Ognes (1786–1868),1801,French,Portraits,Women,Artists,,https://images.metmuseum.org/CRDImages/ep/original/DP-416-001.jpg,,,,,,,,,,,,
Margaret Rieche Richard,1801,German (?),Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/258495.jpg,,,,,,,,,,,,
Lady Hester King (died 1873),1804,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP167134.jpg,,,,,,,,,,,,
Elizabeth Bushby,1804,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/64089.jpg,,,,,,,,,,,,
Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),1804,Spanish,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT11823.jpg,,,,,,,,,,,,
Portrait of a Woman,1805,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/129641.jpg,,,,,,,,,,,,
Portrait of a Woman,1805,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep45.110.1.R.jpg,,,,,,,,,,,,
Portrait of a Woman,1805,French,Portraits,Women,Flowers,,https://images.metmuseum.org/CRDImages/ep/original/94560.jpg,,,,,,,,,,,,
Portrait of a Woman,1805,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175456.jpg,,,,,,,,,,,,
Sophia (1464–1512) of Poland,1807,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep07.245.2.bw.R.jpg,,,,,,,,,,,,
Portrait of a Woman,1808,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/258494.jpg,,,,,,,,,,,,
Portrait of a Woman,1808,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/57103.jpg,,,,,,,,,,,,
Portrait of a Woman,1809,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/94567.jpg,,,,,,,,,,,,
Portrait of a Woman,1810,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/159391.jpg,,,,,,,,,,,,
Portrait of a Woman,1810,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/259972.jpg,,,,,,,,,,,,
Portrait of a Woman,1812,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/259952.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Madame Récamier (1777–1849)",1812,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/64047.jpg,,,,,,,,,,,,
Portrait of a Woman,1817,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/147885.jpg,,,,,,,,,,,,
"Mrs. James Pulham Sr. (Frances Amys, ca. 1766–1856)",1818,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP162142.jpg,,,,,,,,,,,,
"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",1823,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1926.jpg,,,,,,,,,,,,
"Madame Jacques-Louis-Étienne Reizet (Colette-Désirée-Thérèse Godefroy, 1782–1850)",1823,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP135222.jpg,,,,,,,,,,,,
Lady Maria Conyngham (died 1843),1824,British,Portraits,Women,Dogs,,https://images.metmuseum.org/CRDImages/ep/original/DP162160.jpg,,,,,,,,,,,,
"Portrait of a Woman, Said to Be Marie de Mautesson",1825,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/127595.jpg,,,,,,,,,,,,
"Mrs. Rufus Prime (Augusta Temple Palmer, 1807–1840)",1828,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT374621.jpg,,,,,,,,,,,,
Portrait of a Woman,1829,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/175590.jpg,,,,,,,,,,,,
Henriette Sontag (1806–1854),1830,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/126053.jpg,,,,,,,,,,,,
Portrait of a Woman,1832,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/60100.jpg,,,,,,,,,,,,
"Madame Henri François Riesener (Félicité Longrois, 1786–1847)",1835,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-14346-001.jpg,,,,,,,,,,,,
Portrait of a Woman,1838,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/259961.jpg,,,,,,,,,,,,
"Comtesse de La Tour-Maubourg (Marie-Louise-Charlotte-Gabrielle Thomas de Pange, 1816–1850)",1841,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT2564.jpg,,,,,,,,,,,,
"Portrait of a Woman, Called Héloïse Abélard",1850,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep29.100.119.bw.R.jpg,,,,,,,,,,,,
"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",1852,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1960.jpg,,,,,,,,,,,,
"The Empress Eugénie (Eugénie de Montijo, 1826–1920, Condesa de Teba)",1854,German,Portraits,Profiles,Women,,https://images.metmuseum.org/CRDImages/ep/original/DT10159.jpg,,,,,,,,,,,,
Woman in a Riding Habit (L'Amazone),1856,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT2147.jpg,,,,,,,,,,,,
The Old Italian Woman,1857,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/EP1004.jpg,,,,,,,,,,,,
"Madame Frederic Breyer (Fanny Hélène Van Bruyssel, 1830–1894)",1858,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-17408-001.jpg,,,,,,,,,,,,
"Countess Alexander Nikolaevitch Lamsdorff (Maria Ivanovna Beck, 1835–1866)",1859,German,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT2553.jpg,,,,,,,,,,,,
Portrait of a Woman in Gray,1860,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1912.jpg,,,,,,,,,,,,
"Portrait of a Woman (Marianna Panciatichi, marchesa Paolucci delle Roncole, 1835–1919, or her sister-in-law, Beatrice Ferrari-Corbelli di Reggio, contessa di Lucciano)",1864,Italian,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP247115.jpg,,,,,,,,,,,,
"The Pink Dress (Albertie-Marguerite Carré, later Madame Ferdinand-Henri Himmes, 1854–1935)",1865,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1927.jpg,,,,,,,,,,,,
Madame Gaye,1865,Spanish,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-13445-001.jpg,,,,,,,,,,,,
Young Lady in 1866,1866,French,Portraits,Women,Parrots,,https://images.metmuseum.org/CRDImages/ep/original/DP273977.jpg,,,,,,,,,,,,
Salome,1870,French,Portraits,Women,Orientalist,,https://images.metmuseum.org/CRDImages/ep/original/ep16.95.R.jpg,,,,,,,,,,,,
A Waitress at Duval's Restaurant,1870,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1488.jpg,,,,,,,,,,,,
"Madame Édouard Manet (Suzanne Leenhoff, 1830–1906)",1870,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-17058-001.jpg,,,,,,,,,,,,
"Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920)",1871,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1399.jpg,,,,,,,,,,,,
Before the Mirror,1873,French,Portraits,Women,Mirrors,,https://images.metmuseum.org/CRDImages/ep/original/EP967.jpg,,,,,,,,,,,,
"The Artist's Cousin, Probably Mrs. William Bell (Mathilde Musson, 1841–1878)",1873,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP338363.jpg,,,,,,,,,,,,
Lucia,1875,British,Portraits,Profiles,Women,,https://images.metmuseum.org/CRDImages/ep/original/DP164848.jpg,,,,,,,,,,,,
Girls at a Window,1875,Spanish,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT253717.jpg,,,,,,,,,,,,
Catharine Lorillard Wolfe (1828–1887),1876,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT11971.jpg,,,,,,,,,,,,
Mademoiselle Isabelle Lemonnier (1857–1926),1879,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT241927.jpg,,,,,,,,,,,,
"Mademoiselle Lucie Delabigne (1859–1910), Called Valtesse de la Bigne",1879,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT221017.jpg,,,,,,,,,,,,
Portrait of a Young Woman,1880,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT297552.jpg,,,,,,,,,,,,
"Washerwoman, Study",1880,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1857.jpg,,,,,,,,,,,,
By the Seashore,1883,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-039.jpg,,,,,,,,,,,,
Portrait of a Woman,1885,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP265190.jpg,,,,,,,,,,,,
Portia,1886,British,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169564.jpg,,,,,,,,,,,,
"Madame Cézanne (Hortense Fiquet, 1850–1922) in a Red Dress",1888,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP320128.jpg,,,,,,,,,,,,
"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",1889,Dutch,Portraits,Women,Flowers,,https://images.metmuseum.org/CRDImages/ep/original/DT1951.jpg,,,,,,,,,,,,
The Streetwalker,1890,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT10262.jpg,,,,,,,,,,,,
"Mrs. William Astor (Caroline Webster Schermerhorn, 1831–1908)",1890,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT204990.jpg,,,,,,,,,,,,
"Madame Cézanne (Hortense Fiquet, 1850–1922) in the Conservatory",1891,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP317780.jpg,,,,,,,,,,,,
The First Communion,1891,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-043.jpg,,,,,,,,,,,,
Mademoiselle Nys,1899,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/ep1974.356.36.R.jpg,,,,,,,,,,,,
"Tilla Durieux (Ottilie Godeffroy, 1880–1971)",1914,French,Portraits,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1487.jpg,,,,,,,,,,,,
"Henry Frederick (1594–1612), Prince of Wales, with Sir John Harington (1592–1614), in the Hunting Field",1603,British,Princes,Men,Deer,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP169396.jpg,Horses,,,,,,,,,,,
"George IV (1762–1830), When Prince of Wales",1773,British,Princes,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP-16453-001.jpg,,,,,,,,,,,,
"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Bénévent",1808,French,Princes,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP277234.jpg,,,,,,,,,,,,
Prince Regent Luitpold of Bavaria (1821–1912),1902,German,Princes,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/ep39.65.4.bw.R.jpg,,,,,,,,,,,,
The Death of Harmonia,1740,French,Princesses,Girls,Men,Death,https://images.metmuseum.org/CRDImages/ep/original/DP335085.jpg,,,,,,,,,,,,
Princess Varvara Nikolaevna Gagarina (1762–1802),1780,French,Princesses,Portraits,Women,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP-13039-001.jpg,,,,,,,,,,,,
Madame Élisabeth de France (1764–1794),1782,French,Princesses,Portraits,Women,,https://images.metmuseum.org/CRDImages/ep/original/DP161657.jpg,,,,,,,,,,,,
Princess María Francisca de Asis de Borbón and Her Son Infante Carlos Luis María Fernando de Borbón,1818,Spanish,Princesses,Portraits,Women,,https://images.metmuseum.org/CRDImages/ep/original/ep45.110.4a.R.jpg,,,,,,,,,,,,
Princess Pauline Metternich (1836–1921) on the Beach,1844,French,Princesses,Beaches,,,https://images.metmuseum.org/CRDImages/ep/original/DT4425.jpg,,,,,,,,,,,,
Guardroom with the Deliverance of Saint Peter,1645,Flemish,Prisons,Military Equipment,Men,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DT200197.jpg,Saint Peter,,,,,,,,,,,
A Cardinal's Procession,1621,Italian,Processions,Men,,,https://images.metmuseum.org/CRDImages/ep/original/IA-Fontebuoni.jpg,,,,,,,,,,,,
Portrait of a Woman,1440,Italian,Profiles,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP161259.jpg,,,,,,,,,,,,
Portrait of a Woman,1450,Italian,Profiles,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP161261.jpg,,,,,,,,,,,,
Portrait of a Woman,1475,Italian,Profiles,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT1381.jpg,,,,,,,,,,,,
The Young Saint John the Baptist,1480,Italian,Profiles,Saint John the Baptist,,,https://images.metmuseum.org/CRDImages/ep/original/DT514.jpg,,,,,,,,,,,,
Flora,1649,Dutch,Profiles,Women,Flowers,,https://images.metmuseum.org/CRDImages/ep/original/DP120785.jpg,,,,,,,,,,,,
